ISO,Policy,score,rank
AND,H7_Vaccination policy,0.1308296890045887,1
AND,H2_Testing policy,0.0793204379148993,2
AND,E2_Debt/contract relief,0.0780288405510855,3
AND,C4_Restrictions on gatherings,0.0650897211397776,4
AND,H1_Public information campaigns,0.0648667401883015,5
AND,C8_International travel controls,0.0645219505841435,6
AND,C1_School closing,0.0644392139205212,7
AND,H3_Contact tracing,0.0524164696799448,8
AND,C6_Stay at home requirements,0.0495834919407824,9
AND,C2_Workplace closing,0.0493521506892473,10
AND,H6_Facial Coverings,0.0399247065854779,11
AND,C3_Cancel public events,0.0261902330228253,12
AND,E1_Income support,0.021770344364475,13
AND,C7_Restrictions on internal movement,0.0106168656483608,14
AND,C5_Close public transport,0.0101369859627134,15
