ISO,Policy,score,rank
KHM,H7_Vaccination policy,0.0846109633016322,1
KHM,H6_Facial Coverings,0.0844254352111145,2
KHM,C7_Restrictions on internal movement,0.0815335757292328,3
KHM,E1_Income support,0.0737906779290351,4
KHM,C6_Stay at home requirements,0.0735267287351406,5
KHM,C4_Restrictions on gatherings,0.0691587158348998,6
KHM,H2_Testing policy,0.059323774836172,7
KHM,C1_School closing,0.049457440943092,8
KHM,H1_Public information campaigns,0.0451193884551393,9
KHM,C3_Cancel public events,0.0421687196340742,10
KHM,C2_Workplace closing,0.0420915340975102,11
KHM,C8_International travel controls,0.0414583984676898,12
KHM,E2_Debt/contract relief,0.0371333496087466,13
KHM,H3_Contact tracing,0.023395699142527,14
KHM,C5_Close public transport,0.0,15
