rank,Category,Indicator,Policy,Country,ISO,value,unit,year
1,Demographics,Individuals using the Internet,C8_International travel controls,Mozambique,MOZ,10.0,percent of population,2019.0
2,Health,Prevalence of Respiratory infections and tuberculosis,C8_International travel controls,Mozambique,MOZ,0.255452,percent,2019.0
3,Demographics,Fixed telephone subscriptions,C8_International travel controls,Mozambique,MOZ,63006.0,number,2019.0
4,Health,Prevalence of COVID-19,C8_International travel controls,Mozambique,MOZ,17256.0,"Number (cumulative total by Dec 26,2020)",2020.0
5,Health,Mortality due to COVID-19,C8_International travel controls,Mozambique,MOZ,145.0,"Number (cumulative total by Dec 26,2020)",2020.0
7,Governance,Economic Freedom Score,C8_International travel controls,Mozambique,MOZ,5.94,score,2018.0
8,Environment,"PM2.5 air pollution, mean annual exposure",C8_International travel controls,Mozambique,MOZ,21.2987,micrograms per cubic meter,2017.0
9,Environment,Fossil fuel energy consumption,C8_International travel controls,Mozambique,MOZ,12.61995,percent of total,2014.0
10,Environment,Energy use ,C8_International travel controls,Mozambique,MOZ,363.7078102110269,"(kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",2014.0
11,Health,Prevalence of down syndrome,C8_International travel controls,Mozambique,MOZ,0.000171,percent,2019.0
12,Economics,Volume of imports,C8_International travel controls,Mozambique,MOZ,21.024,percent change,2020.0
13,Environment,"Electricity production from renewable sources, excluding hydroelectric",C8_International travel controls,Mozambique,MOZ,0.0,kWh,2015.0
14,Environment,Electricity production from coal sources ,C8_International travel controls,Mozambique,MOZ,0.0,percent of total,2015.0
15,Social issues ,Net migration,C8_International travel controls,Mozambique,MOZ,-25000.0,net total / data are 5 year estimates,2019.0
16,Governance,Voice and accountability estimate,C8_International travel controls,Mozambique,MOZ,-0.5082347,score,2019.0
17,Demographics,Fixed broadband subscriptions,C8_International travel controls,Mozambique,MOZ,0.237252,per 100 people,2019.0
18,Social issues ,Proportion of women in managerial positions (%),C8_International travel controls,Mozambique,MOZ,24.33,percent,2015.0
19,Health,"Prevalence of overweight (modeled estimate, % of children under 5)",C8_International travel controls,Mozambique,MOZ,6.0,percent,2020.0
20,Environment,Electricity production from nuclear sources ,C8_International travel controls,Mozambique,MOZ,0.0,percent of total,2014.0
21,Governance,Corruption Perceptions Index,C8_International travel controls,Mozambique,MOZ,25.0,score,2020.0
22,Environment,Electricity production from oil sources,C8_International travel controls,Mozambique,MOZ,0.7633204439311003,percent of total,2015.0
23,Governance,Aggregate score for the Civil Liberties category,C8_International travel controls,Mozambique,MOZ,29.0,score,2021.0
24,Governance,Rule of law estimate ,C8_International travel controls,Mozambique,MOZ,-1.020184,score,2019.0
26,Governance,Political stability and absence of violence/terrorism estimate,C8_International travel controls,Mozambique,MOZ,-0.7454386,score,2019.0
27,Governance,Total freedom in the world score ,C8_International travel controls,Mozambique,MOZ,43.0,score,2021.0
28,Health,Prevalence of Diabetes,C8_International travel controls,Mozambique,MOZ,0.01906,percent,2019.0
29,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",C8_International travel controls,Mozambique,MOZ,100.0,percent of total,2017.0
30,Governance,Government effectiveness estimate,C8_International travel controls,Mozambique,MOZ,-0.8232896,score,2019.0
31,Health,Summary exposure value tobacco,C8_International travel controls,Mozambique,MOZ,13.39622,Rate (risk-weighted prevalence),2019.0
32,Social issues ,Gini index (World Bank estimate),C8_International travel controls,Mozambique,MOZ,54.0,index ,2014.0
33,Health,Prevalence of obesity,C8_International travel controls,Mozambique,MOZ,7.2,percent,2016.0
35,Health,"Nurses and midwives (per 1,000 people)",C8_International travel controls,Mozambique,MOZ,0.6847,Ones,2018.0
36,Governance,Aggregate score for the Political Rights category,C8_International travel controls,Mozambique,MOZ,14.0,score,2021.0
37,Governance,Personal Freedom Score ,C8_International travel controls,Mozambique,MOZ,7.34,score,2018.0
38,Governance,Human Development Index,C8_International travel controls,Mozambique,MOZ,0.456,index,2019.0
39,Health,"Physicians (per 1,000 people)",C8_International travel controls,Mozambique,MOZ,0.0838,Ones,2018.0
40,Health,"Immunization, DPT (% of children ages 12-23 months)",C8_International travel controls,Mozambique,MOZ,88.0,percent,2019.0
41,Health,Prevalence of anxiety disorders,C8_International travel controls,Mozambique,MOZ,0.034565,percent,2019.0
43,Economics,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",C8_International travel controls,Mozambique,MOZ,77.0540009,Percentage of females of the total population,2020.0
45,Health,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),C8_International travel controls,Mozambique,MOZ,1.7,percent,2018.0
46,Health,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",C8_International travel controls,Mozambique,MOZ,37.8,percent,2020.0
47,Environment,Energy use (kg of oil equivalent per capita),C8_International travel controls,Mozambique,MOZ,442.665215155213,kg of oil equivalent per capita,2014.0
48,Health,Prevalence of Depressive disorders,C8_International travel controls,Mozambique,MOZ,0.034718,percent,2019.0
50,Environment,CO2 emissions (kt),C8_International travel controls,Mozambique,MOZ,7942.722,kt,2016.0
55,Health,"Prevalence of HIV, total (% of population ages 15-49)",C8_International travel controls,Mozambique,MOZ,12.4,percent,2019.0
56,Demographics,Mobile cellular subscriptions,C8_International travel controls,Mozambique,MOZ,47.7158,per 100 people,2019.0
57,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",C8_International travel controls,Mozambique,MOZ,77.9499969,Percentage of total population,2020.0
58,Environment,Electric power consumption ,C8_International travel controls,Mozambique,MOZ,478.9211723293354,kWh per capita,2014.0
59,Economics,Volume of exports,C8_International travel controls,Mozambique,MOZ,8.237,percent change,2020.0
60,Environment,"Electricity production from oil, gas and coal sources",C8_International travel controls,Mozambique,MOZ,13.58911263998393,percent of total,2015.0
61,Economics,Employment in services (% of total employment) (modeled ILO estimate),C8_International travel controls,Mozambique,MOZ,21.4939995,Percentage of total employment,2020.0
63,Demographics,Secure Internet servers ,C8_International travel controls,Mozambique,MOZ,20.51634266652388,per 1 million people,2019.0
64,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",C8_International travel controls,Mozambique,MOZ,3.2420001,percent of total labor force,2020.0
65,Health,Prevalence of total cancers,C8_International travel controls,Mozambique,MOZ,0.002234,percent,2019.0
66,Governance,Control of corruption estimate,C8_International travel controls,Mozambique,MOZ,-0.8010145,score,2019.0
69,Environment,"Adjusted net savings, including particulate emission damage",C8_International travel controls,Mozambique,MOZ,5.06439305545903,percent of GNI,2018.0
71,Environment,CO2 emissions (metric tons per capita),C8_International travel controls,Mozambique,MOZ,0.285402,metric tons per capita,2016.0
72,Social issues ,Life Ladder ,C8_International travel controls,Mozambique,MOZ,4.79449987411499,score,2021.0
74,Governance,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",C8_International travel controls,Mozambique,MOZ,2.5,rating,2019.0
76,Environment,"Energy imports, net ",C8_International travel controls,Mozambique,MOZ,-54.60162753943163,percent of energy use,2014.0
77,Health,"Immunization, measles (% of children ages 12-23 months)",C8_International travel controls,Mozambique,MOZ,87.0,percent,2019.0
79,Environment,Access to electricity ,C8_International travel controls,Mozambique,MOZ,31.1,percent of population,2018.0
80,Environment,Combustible renewables and waste,C8_International travel controls,Mozambique,MOZ,69.14231,percent of total energy,2014.0
82,Governance,Fragile States Index Total ,C8_International travel controls,Mozambique,MOZ,91.69371296150742,score,2020.0
83,Social issues ,Press freedom score,C8_International travel controls,Mozambique,MOZ,33.79,score,2020.0
84,Environment,Renewable energy consumption ,C8_International travel controls,Mozambique,MOZ,86.4005089176123,percent of total final energy consumption,2015.0
86,Social issues ,Proportion of seats held by women in national parliaments (%),C8_International travel controls,Mozambique,MOZ,42.4,proportion,2020.0
88,Governance,Human Freedom Score ,C8_International travel controls,Mozambique,MOZ,6.64,score,2018.0
92,Health,Prevalence of chronic kidney disease,C8_International travel controls,Mozambique,MOZ,0.032708,percent,2019.0
93,Governance,Regulatory quality estimate,C8_International travel controls,Mozambique,MOZ,-0.7247643,score,2019.0
94,Health,Prevalence of Hypertensive heart disease,C8_International travel controls,Mozambique,MOZ,0.000836,percent,2019.0
115,Health,"Incidence of tuberculosis (per 100,000 people)",C8_International travel controls,Mozambique,MOZ,361.0,Cases,2019.0
